,index,smiles,ligand,docking_score_min
158,25787,O=CN(CC1=CC2=NC=CN=C2C=C1)CC1=CC=CC(OC2=CC3=CC=CC=C3C=C2)=C1,s_275550____18160324____17777078____17809348_S0_T0,-12.0
159,89504,CN1C2=C(C=CC=C2)C2=C1C=CC(=C2)S(=O)(=O)NC1=CC2=C(C)C=C(O)N=C2C=C1,s_20____12103566____1041284_S0_T1,-11.7
160,60392,O=C(NC1=CC=C2C(CC3=CC=CC=C23)=C1)C1=C2NC(=O)NC2=CN=C1,s_22____58428____16803900_S0_T0,-11.8
161,54738,FC1=CC=C(F)C2=NC(=CC=C12)C1=C2C(Cl)=CC=CC2=CC=C1,m_271570____18726168____16718186_S0_T0,-11.8
162,71768,C[C@@H]1CCN(CC2=CN(N=N2)C2=CC=CC3=CC=CC=C23)C2=CC=CC=C12,m_274952____12992924____12611784____19964946_S0_T0,-11.8
163,53259,O=C(N1CCC2=C(C1)C=NN2)C1=CC=C(C=C1)C1=CC=CC2=CC=CN=C12,s_527____469970____10154862_S0_T1,-11.9
164,14731,C[C@@H](OC(=O)C1=C2C(C)=NOC2=NC(=C1)C1=CC=C(C)C=C1C)C1=CC=CC2=CC=CC=C12,s_1458____2560266____1318402_S0_T0,-12.1
165,69194,CN1C(=O)OC2=CC(CN3C(O)=CN(CC4=CC=CC5=CC=CC=C45)C3=O)=CC=C12,m_277130____15463524____15469516____15475078_S0_T0,-11.8
166,73272,CC1=CC=CC=C1C1(CC1)C1=NC(=NO1)C1=CNC(=O)C2=CC=CC=C12,m_270196____12311930____8782836_S0_T1,-11.8
167,37961,ClC1=NC2=NC(NC(=O)C3=CC4=CC=CC=C4C(=O)O3)=CC=C2C=C1,s_11____12129490____9276814_S0_T0,-11.9
168,35675,O=C(N1CC(C1)N1C=C(N=N1)C1=CN=CC2=CC=CC=C12)C1=C2C=CN=C2N=CN1,m_276010____17281746____17266120____17280448_S0_T0,-11.9
169,61733,FC1=CC=CC(=C1)C1=NOC(CNC(=O)C2=CC=C(O2)C2=CC=CC3=CC=CC=C23)=N1,s_22____9438758____16784258_S0_T0,-11.8
170,21693,CC1=NN2CCCNC2=C1C1=NOC(=N1)C1=CN=CC2=CC=C(F)C=C12,m_270196____16712188____14038248_S0_T0,-12.1
171,55292,N[C@H](C1=NOC(=N1)C1=CC2=C(OC1)C=CC1=CC=CC=C21)C1=CC=CC=C1,s_270036____7565024____16527448_S1_T0,-11.8
172,78026,CC1=C(C(=O)NC2=CC=C3N=CNC(=O)C3=C2)C2=CC(F)=CC=C2N1,s_22____13890608____21290876_S0_T1,-11.8
173,1328,FC1=CC=C(NC(=O)C2=NNC3=C2[CH-]C2=C3C=CC=C2Br)C2=CC=[NH+]C=C12,m_22____20905002____20984180_S0_T1,-12.6
174,6558,ClC1=CC=CC(=C1)C1=NN=C(CN2N=C(C=CC2=O)C2=CC=CC3=CC=CC=C23)O1,s_34____18317380____3935402_S0_T0,-12.3
175,42557,CC1=CC=CC2=CC=CC(C(=O)NC3=CC(=CC=C3F)C3=NN=N[N-]3)=C12,m_22____10903464____20853802_S0_T1,-11.9
176,30430,CC1=NC2=CC=C(NC(=O)C3=CC=C(C=C3)C3=CC=CC=C3C3=NN=N[N-]3)C=C2N=C1C,m_280130____17896858____17857400_S0_T0,-12.0
177,87898,CC1=CC(C)=C(C2=CSC(NC(=O)CC3=CC4=C(O3)C=CC3=C4C=CC=C3)=N2)C(C)=C1,s_11____52262____7763722_S0_T0,-11.7
178,22532,CC1=CC=NC2=C(C=CC=C12)C(=O)NC1=CC=C(O)C(=C1)C1=NC2=CC=CC=C2O1,s_22____20849986____21060794_S0_T1,-12.1
179,40422,FC1=CC=CC(=C1)C1(CC2=NC(=NO2)C2=CC=CC3=CC=CC=C23)C[NH2+]C1,s_270036____7564640____21222234_S0_T0,-11.9
180,79583,FC(F)(C(=O)[N-]C1=NC(=CS1)C1=CC=CC2=CC=CC=C12)C1=CC=CC2=CC=CC=C12,s_11____52199____16485028_S0_T0,-11.8
181,12225,C[C@H](NC(=O)C1=CC=C2CC3=CC=CC=C3C2=C1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17267070____17280586_S0_T0,-12.2
182,97207,ClC1=CC(CN2N=C(C=CC2=O)C2=CC=CC3=CC=CC=C23)=CC(Cl)=C1,s_7____18317376____18905512_S0_T0,-11.7
183,98382,CC1=CC=CC2=C1N=C1NC(NNC(=O)C3=COC4=C(C)C=CC=C34)=NN=C21,s_22____21212362____11399846_S0_T0,-11.7
184,22479,C1CC(C1)C1=CC(=CC=C1)C1=CC2=C(C=C1)C=CC1=C2C=CC=C1,s_271570____11771144____21749638_S0_T0,-12.1
185,14705,O=C1C=CC(=NN1CC1=CC=C(C=C1)C1CCC1)C1=CC=CC2=CC=CC=C12,m_34____18317380____9438916_S0_T0,-12.2
186,27093,C[C@H](N1C=C(O)N(CC2=CC(=O)N3C=CC=CC3=N2)C1=O)C1=CC2=CC=CC=C2C=N1,m_277130____15461194____19509132____15475078_S1_T0,-12.0
187,87994,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C1=NC(=NO1)[C@@H]1COC2=CC=CC=C2O1,s_265764____7288914____4559396_S0_T0,-11.7
188,81445,CC(C)(C1=NOC(=N1)[C@@H]1C[C@H]1C1=CC2=CC=CC=C2C=C1)C1=CC=CC2=CC=CC=C12,m_270196____10464272____15259542_S0_T0,-11.7
189,76751,CC1=C(NC2=C3C=C(C)C(C)=CC3=NC=N2)C=NN1C1=CC=C(F)C=C1F,m_27____11734194____8850376_S0_T0,-11.8
190,60067,CC1=CN2C(C=C1)=NC=C(C1=NC(=NO1)C1=CC(=CC=C1)C(C)(F)F)C2=O,m_270196____10855114____8780756_S0_T0,-11.8
191,86926,COC(=O)C1=C2C=C(C=CC2=NN1)C1=NC(=NO1)C1=CC=CC2=CC=CC=C12,s_265764____4558042____15771796_S0_T0,-11.7
192,94761,CC1=C(Cl)C=CC=C1C1=CC=C2C3=CC=CC=C3C(C)(C)C2=C1,s_271570____12437828____20636496_S0_T0,-11.7
193,64221,CC1=NN(C=C1)C1=CC=NC(=N1)C(=O)OCC1=C2C=CC=CC2=CC(Cl)=C1,m_1458____16890110____13157556_S0_T0,-11.8
194,96665,ClC1=CC=C2NC=C(C(=O)NC3=CC=CC4=CC=CC=C34)C(=O)C2=C1,s_22____138519____6402708_S0_T0,-11.7
195,55856,CC(C)(C)C1=CC(=NO1)N1C(=O)NC(=C1O)C1=CC=CC2=CC=CC=C12,s_272212____10185488____13157932_S0_T1,-11.8
196,62238,FC1=CC(Br)=C2NC(NC(=O)CC3=CC4=C(O3)C=CC3=C4C=CC=C3)=NC2=C1,m_11____20020640____7763722_S0_T0,-11.8
197,89295,FC1(CN(C1)C(=O)C1=CC=C2NN=CC2=N1)C1=CN(N=N1)C1=CC=CC2=NC=CC=C12,m_276010____17281736____17251852____17281192_S0_T2,-11.7
198,26119,O=C1[C@H]2C[C@H](C2)C2=CC=C(C=C12)C1=CC2=C(OC3=C2C=CC=C3)C=C1,m_271570____9176216____21743930_S1_T1,-12.0
199,890,CC1=NC2=C(NC(=O)C3=CC=CC(NC4=NC5=CC=CC=C5C(=O)N4)=C3)C=NN2C(C)=C1,m_22____20973192____21060352_S0_T1,-12.7
200,734,O=C(N1CCC(=CC1)C1=CN=CC2=CC=CC=C12)C1=C2N=C(NC2=CC=C1)C1=CC=CN=C1,m_22____8678502____21290778_S0_T1,-12.7
201,21122,O=C(CC1=CC2=C(O1)C=CC1=C2C=CC=C1)NC1=NOC2=NC=CC=C12,s_11____15400106____7763722_S0_T0,-12.1
202,90142,CCN1C(NC(=O)C2=C(C)C3=C(O2)C2=C(C=CC=C2)C=C3)=NC2=CC=CC=C12,s_11____132355____54540_S0_T0,-11.7
203,24131,CC1=NC(=NN1)C1=CC=C(C)C(NC(=O)C2=CC3=C(N2)C=CC2=C3C=CC=C2)=C1,s_22____6548074____508498_S0_T2,-12.0
204,6631,CC1=CC=CC2=CC=CC(C(=O)NC3=CC=CC(NC(=O)C4=CC5=CC=CC=C5O4)=C3)=C12,m_275592____18961462____15845262____14129114_S0_T0,-12.3
205,7217,OC1(CN(C1)C(=O)C1=C2C=CC=CC2=CC(F)=C1)C1=CN(N=N1)C1=CC=CC2=NC=CC=C12,m_276010____17281736____17248378____17280376_S0_T0,-12.3
206,78826,CC1=CC2=CC(NC(=O)C3=C4N=C5C=CC=CC5=C(O)C4=CC=C3)=CC=C2N1,s_527____586260____9406322_S0_T0,-11.8
207,63981,C[C@@H](N1C=C(N=N1)C1=CC=CC2=CN=CC=C12)C(=O)NC(C)(C)C1=CC2=CC=CC=C2C=C1,m_274860____17158746____17212874____12656032_S0_T0,-11.8
208,95007,CC1=CN=C2C=CC(NC(=O)CC3=COC4=C3C3=C(C=CC=C3)C=C4)=CN12,s_11____19978934____54740_S0_T0,-11.7
209,45961,NC1=NC(=O)C2=C(NC(NNC(=O)C3=CC=C(C=C3)C3=CC=CC=C3C3=N[N-]N=N3)=N2)N1,m_280130____17946078____17857400_S0_T3,-11.9
210,20044,CC1=NC2=CC=C(F)C=C2C(=C1)C(=O)NC1=CC(NC(=O)C2=C3NN=CC3=CC=C2)=CC=C1,m_275592____18961462____14139886____19042780_S0_T1,-12.1
211,24551,FC(F)(F)C1=CC=CC=C1C1=NOC(=C1)C1=NC(=NO1)C1=CC=CC(=N1)N1C=CN=C1,m_270196____8770868____17313226_S0_T0,-12.0
212,7024,CC1=C(C=CC2=CC=CC=C12)C(=O)NC1=CC=C2OC3=CC=CC=C3C(=O)C2=C1,s_11____8157598____15068060_S0_T0,-12.3
213,72121,CSC1=CC=CC(=C1)[C@@H](O)C1=CC=CC(=C1)C1=CC=C2CC3=CC=CC=C3C2=C1,s_271570____13259192____21747328_S1_T0,-11.8
214,22239,CC1=C(C=NC2=CC=CC=C12)C1=NC(=NO1)C1=CC=CC=C1CN1C(O)=CN=C1O,m_270196____8769638____8783022_S0_T2,-12.1
215,72234,O=C(NC1=CC=CC(NC(=O)C2=NC=CC3=CC=CC=C23)=C1)C1=C2NC=CC=C2C(=O)N=C1,m_275592____18961462____18923600____14133620_S0_T0,-11.8
216,74404,CN1N=C(CC2=NNC(NC3=NC=C(Cl)C=C3Cl)=N2)C2=CC=CC=C2C1=O,m_276090____14022016____18317496_S0_T0,-11.8
217,64498,FC1=CC2=CC=CC=C2C(=C1)C(=O)NC1=CC(CNC(=O)C2=CC3=CN=NN3C=C2)=CC=C1,m_275592____20495474____15846020____19064492_S0_T0,-11.8
218,32622,C1C[C@@]2(O[C@H]1C1=CC=CC=C21)C1=NC(=NO1)C1=CC=CC(=C1)C1=NNC=N1,m_270196____8770192____19882242_S3_T1,-12.0
219,79067,C(N1C=C(CC2=NOC(=N2)[C@@H]2C[C@@]22CCC3=CC=CC=C23)C=N1)C1=CC=CC=C1,m_270196____18337144____8782538_S1_T0,-11.8
220,98927,CN(C(=O)C1=CN(C2=CN(C)N=C2)C(=O)C=C1)C1=NC=CC2=CC=CC=C12,s_11____14523708____8767024_S0_T0,-11.7
221,80038,C[C@@H]1N(CC2=CC=CC=C12)C(=O)C1=CC(=CC=C1)N1C=C(N=N1)C1=CC(Cl)=CC=C1,m_274860____15215738____17196388____12656008_S0_T0,-11.8
222,8644,O=C1NC=C(C2=NOC(=N2)C2=CC3=C(O2)C=CC2=C3C=CC=C2)C2=CC=CC=C12,m_270196____12311930____12211510_S0_T1,-12.3
223,94643,CC1=CSC2=CC=C(C=C12)C1=NOC(=N1)C1=C(C)C2=CC=C(F)C=C2N1,m_270196____8770758____14790218_S0_T0,-11.7
224,41013,CN1N=CC=C1C1=NNN=C1C(=O)NC1=NC2=CC=CC=C2C(C)=C1,m_22____16735250____14688048_S0_T1,-11.9
225,17049,CC1=CN=NN1C1=CC=CC(NC(=O)C2=C3NC4=C(F)C=CC=C4C(=O)C3=CC=C2)=C1,s_22____20839552____9105040_S0_T1,-12.1
226,93978,CC1=CC=C(C2=NC(=NO2)C2=NNN=C2C2=CC=CC=C2)C2=CC=CC=C12,m_270196____13571000____10968766_S0_T1,-11.7
227,88422,CN(CC1=CN(N=N1)C1=CC=CC2=CN=CC=C12)C(=O)C1=CC2=C([O-])NN=C2C=C1,m_276010____17281774____17266514____17280374_S0_T0,-11.7
228,87436,FC1=CC2=CC(=CN=C2C=C1)S(=O)(=O)OC1=CC=CC2=CC=CC=C12,m_40____79527____9328928_S0_T0,-11.7
229,4486,O=C1C=CC(=NN1CC1=NC2=CC=CC=C2N=N1)C1=CC=CC2=CC=CC=C12,s_7____18317376____18345070_S0_T0,-12.4
230,1139,OC1(CN(C1)C(=O)C1=CNN=C1C1=CC=CC=N1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17254938____17280376_S0_T1,-12.7
231,63221,CC1=C(NC(=O)C2=CC(=NO2)C2=CC=CC(=C2)C2=N[N-]N=N2)C2=CC=CC=C2C=C1,m_280130____17870434____17856952_S0_T1,-11.8
232,91530,BrC1=CNC(=O)C(=C1)C1=NOC(=N1)C1=CC=C(C=C1)N1C=NC2=CC=CC=C12,m_270196____16763624____8785242_S0_T0,-11.7
233,87465,CC(C)C1=C2C=C(C)SC2=NC(C2=CC=C3CC4=CC=CC=C4C3=C2)=C1Cl,s_42____11949504____125076_S0_T0,-11.7
234,67587,CC1=CC=CC2=C(C=NC=C12)C1=CC2=C(OC3=C2C=CC=C3)C=C1,s_271570____9176216____13817812_S0_T0,-11.8
235,39594,CC1=C(N=NN1C1=CC=CC2=CN=CC=C12)C(=O)NC1=C2N=CC=C(F)C2=CC=C1,m_11____18242238____4357748_S0_T0,-11.9
236,21477,CC1=CN=C2NC=C(C=C12)C(=O)N1CC(C1)C1=CN(N=N1)C1=CC2=CC=CC=C2C=C1,m_276010____17281868____17275706____17280750_S0_T0,-12.1
237,40548,ClC1=CC2=C(OC(=O)C3=CC=CC=C23)C=C1OC(=O)C1=NC=CC2=CC=CC=C12,s_276436____17785730____14095070_S0_T0,-11.9
238,27309,CN1C(C)=NC2=CC=C(C=C2C1=O)C1=NC=CC2=CC(F)=CC=C12,m_271570____17825464____13967820_S0_T0,-12.0
239,69649,C1C2=CC=CC=C2C2=CC=C(C=C12)C1=CC=CC2=C1CCOC2,s_271570____15064302____11652106_S0_T0,-11.8
240,46211,C1CC1(C1=NC(=NO1)C1=CC=C2NC=CC2=N1)C1=NC=CC2=CC=CC=C12,m_270196____11678822____12423494_S0_T1,-11.9
241,29474,CC1=NOC2=NC(=CC(C3=NC(=NO3)C3=NOC=C3)=C12)C1=CC=CC(=C1)C(F)(F)F,m_270196____8771176____8781814_S0_T0,-12.0
242,93044,FC1=CC=C(C(=O)CNC(=O)C2=CNN=C2C2=CC3=CC=CC=C3O2)C2=CC=CC=C12,s_22____12622808____9105708_S0_T3,-11.7
243,7281,CN1N=C2C=CC=CC2=C1C1=NOC(=N1)C1=CC=C2CC3=CC=CC=C3C2=C1,m_270196____9456464____8780296_S0_T0,-12.3
244,39782,CC1=CC2=CC=C(OS(=O)(=O)C3=CC4=C(OC5=C4C=CC=C5)C=C3)C(C)=C2C=C1,m_40____18903072____606796_S0_T0,-11.9
245,67871,O1C(=CC2=CC=CC=C12)C1=NC(=CS1)C1=CN(N=N1)C1=CC=CC2=NC=CC=C12,m_274972____12934238____12615770____13046588_S0_T0,-11.8
246,44471,O=C(COC(=O)C1=CC2=C(C=C1)C1=C(O2)C=CC=C1)C1=CC=C2CC3=CC=CC=C3C2=C1,s_1458____10120242____483650_S0_T1,-11.9
247,51688,[O-]C1=NC(=O)N([N-]C(=O)C2=CC3=CC(F)=CC=C3C=N2)C=C1C1=N[N-]N=N1,m_280130____20880822____18053680_S0_T2,-11.9
248,42596,CC1=C(NC(=O)C2=CC=CC=C12)C(=O)NC1=CC=CC(=C1)C1=C2NC=CC2=CC=C1,m_22____21036926____11765274_S0_T0,-11.9
249,77857,C[C@@H](NC(=O)C1=C(OC=N1)C1=CC=C(C)C=C1)C1=CN(N=N1)C1=CC=CC2=NC=CC=C12,m_276010____17281736____17249596____17280586_S0_T0,-11.8
250,74788,CC1=CC=NC(=N1)N1C=CC(NC(=O)C2=CC=CC(NC3=NC4=CC=CC=C4C(=O)N3)=C2)=N1,s_22____17829408____21060352_S0_T1,-11.8
251,74839,CC1=C2NN=NC2=CC(=C1)C(=O)N1CC(C1)C1=CN(N=N1)C1=CC=CC2=NC=CC=C12,m_276010____17281736____17273932____17280750_S0_T2,-11.8
252,15365,N1C=C(C2=NC(=NO2)C2=CC=CC3=CC=CC=C23)C2=CN=CN=C12,s_265764____4558042____14430018_S0_T4,-12.1
253,54879,OC1=CC(=CC2=CC=CC=C12)C1=NN=C(CN2CCC3=CC=C(C=C3C2)C2=N[N-]N=N2)O1,m_280178____19737500____18044402_S0_T1,-11.8
254,75519,C1CN2N=NC(=C2C1)C1=NC(=NO1)C1=CC=C(C=C1)N1C=NC2=CC=CC=C12,m_270196____8770404____19875486_S0_T0,-11.8
255,21897,NC1=NC2=CC=CC=C2C(=C1)C1=NOC(=N1)C1=CC(=O)NC2=NC=CC=C12,m_270196____13259904____15477860_S0_T1,-12.1
256,22904,O=C(NNC1=C2N=CNC2=NC=N1)C1=NC2=C(C=C1)C=CC1=C2C=CC=C1,m_22____21212126____21203068_S0_T3,-12.0
257,23636,CC1=CC=C(C=C1NC(=O)CC1=CC2=C(O1)C=CC1=C2C=CC=C1)C1=NN=CO1,s_22____787794____7763724_S0_T0,-12.0
258,89699,CC1=CC=C2OC=C(C(=O)NC3=NC4=C(C)C=CC(Cl)=C4C=C3)C2=C1,s_11____8282628____14261504_S0_T0,-11.7
259,9242,ClC1=C2C(NC3=C2C(=O)NC(NC(=O)C2=CC4=CC=CC=C4C(=O)O2)=N3)=CC=C1,m_11____18322930____9276814_S0_T1,-12.2
260,3686,CC1=NN=C(O1)C1=CC=CC=C1C(=O)NC1=CC=C2OC3=CC=CC=C3C(=O)C2=C1,s_22____8583766____7140920_S0_T0,-12.4
261,82171,CC1=NC(=NN1)C1=CC=CC(=C1)C1=NOC(=N1)[C@@H]1[C@H]2C[C@H](C2)C2=CC=CC=C12,m_270196____8770866____16734174_S3_T0,-11.7
262,29403,O=C1NC2=CC=CC=C2S[C@@H]1CC1=NC(=NO1)C1=CC2=CC=CC=C2C=C1,m_270196____10264582____8772692_S0_T0,-12.0
263,23049,O=C(NC1=NC=CC2=CC=CC=C12)C1=CNC2=C1C(=O)N=CN2,m_22____10803912____14928102_S0_T0,-12.0
264,69018,O=C(NN=C1NC(=CC=C1)C1=NN=N[N-]1)C1=CC=C2CCC3=C2C1=CC=C3,m_280130____17857486____17867338_S0_T3,-11.8
265,10954,FC1=CC2=CC=CC=C2C(=C1)C(=O)NC1=CC(NC(=O)C2=CC3=CC=CC=C3C=C2)=CC=C1,m_275592____18961462____14135566____19064492_S0_T0,-12.2
266,42698,O=C(NC1=CC=C(C=C1)C1=NC(=O)NN1)C1=C2NC(=NC2=CC=C1)C1=CC=CN=C1,s_22____5631398____21290778_S0_T6,-11.9
267,69856,O=C1OC2=CC=C(C=C2O1)C1=CC2=C(OC3=C2C=CC=C3)C=C1,s_271570____9176216____15539592_S0_T0,-11.8
268,76086,C1SC2=CC=CC=C2O[C@@H]1C1=NOC(=N1)C1=CC2=C(O1)C=CC1=C2C=CC=C1,m_270196____9423468____12211510_S1_T0,-11.8
269,32496,CC1=NC2=C(F)C=C(NC(=O)C3=CN=CC(NC4=CC5=CC=CC=C5C=C4)=C3)C=C2O1,m_22____17658404____21060318_S0_T0,-12.0
270,89008,CC1(C)CC2=CC=CC(=C2O1)C1=NOC(=N1)C1=NSC2=CC=CC=C12,m_270196____15608734____13144614_S0_T0,-11.7
271,5168,CN1N=CC2=C(N=CN=C12)N1C=CC(NC(=O)C2=CC3=C(N2)C=CC2=C3C=CC=C2)=N1,s_22____20827314____508498_S0_T0,-12.4
272,58363,O=C1NC(CN2C=C(CN3C=NC4=CC=CC=C4C3=O)N=N2)=NC2=C1C1=C(CCC1)S2,s_274090____12935596____19973366_S0_T1,-11.8
273,64976,CC1=NN2C(=N1)C1=C(C=CC=C1)N=C2NC1=CC=C(CC(=O)N2CCC3=CC=CC=C23)C=C1,s_27____2496804____3351134_S0_T0,-11.8
274,37185,CC1=C2CCCC2=CC=C1C1=NC(=NO1)C1=CC=NC2=CC=CC=C12,m_270196____13940684____17542652_S0_T0,-11.9
275,66591,O=C(N1CCC[C@@H]1C1=CN(CC2=CC3=CC=CN=C3C=C2)N=N1)C1=CC2=CC=NC=C2C=C1,m_276010____17281744____17243754____17281216_S0_T0,-11.8
276,100269,COc(cccc1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F,,
277,41388,FC(F)(F)C1=CC=C(CN2N=C(C=CC2=O)C2=CC=CC3=CC=CC=C23)C=N1,s_34____18317380____16661252_S0_T0,-11.9
278,4446,CC1=CC=CC2=CC=CC(C(=O)NC3=CC(NC(=O)C4=CC5=CNC=NC5=N4)=CC=C3)=C12,m_275592____18961462____15845624____15864106_S0_T1,-12.4
279,49863,CC1=CC=CC2=CC=C(OC(=O)C3=CC=C4CC5=CC=CC=C5C4=C3)C=C12,m_276436____19437796____14090246_S0_T0,-11.9
280,17979,C[C@@H](NC(=O)C1=CNN=C1C1=CC=CC=N1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17254938____17280586_S1_T1,-12.1
281,96449,CC1=NOC2=NC(=CC(C3=NC(CC4=CC=CC5=CC=CC=C45)=NO3)=C12)C1=CC=CO1,m_270196____8769808____8775216_S0_T0,-11.7
282,31826,CC1=NC2=C(C=NN2C(C)=C1)C1=NOC(=N1)C1=CC2=C(C=C1)C1=C(O2)C=CC=C1,s_265764____4557940____10120248_S0_T0,-12.0
283,11792,[O-]C1=C(NC(=O)N1CC1=NC2=CC=C(C=C2N1)[N+]([O-])=O)C1=CC=CC2=CC=CC=C12,s_272104____9572506____13157928_S0_T4,-12.2
284,20159,CC1=CC=C(N[C@@H]2CCC3=CC=CC4=CC=CC2=C34)C2=CC=CN=C12,m_269862____8351112____12621978_S0_T0,-12.1
285,33060,CC1=NC=CC=C1C1=CC=C(C=C1)C1=CN2N=C(N)C3=C(C=CC=C3)C2=N1,m_271570____15540094____21749546_S0_T0,-12.0
286,14230,C[C@H](N(C)C(=O)CC1=COC2=C1C1=C(C=CC=C1)C=C2)C1=CC2=CC=CC=C2C=C1,s_22____20895924____60120_S0_T0,-12.2
287,32948,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C(=O)NNC1=NC2=CC=CC=C2N=C1,s_527____9403718____155263_S0_T1,-12.0
288,21464,OC1=NN=C2CCCCC2=C1C1=NOC(=N1)C1=CC2=CC=CC=C2NC1=O,m_270196____15608746____8775436_S0_T0,-12.1
289,62537,C[C@H]1[C@@H](C)C2=CC=CC=C2N1C1=C2C=NN(C2=NC=N1)C1=CC(Br)=CC=C1,s_27____14940806____12622286_S3_T0,-11.8
290,96520,CC1=NC2=CC=CC=C2C(=C1)C1=CC(=CC=C1)C1=NC(N)=NC=C1,s_271570____13817816____17833200_S0_T0,-11.7
291,42209,C[C@@H](NS(=O)(=O)C1=CC2=C(C=C1)N(C)C1=C2C=CC=C1)C1=NC2=CC=CC=C2N1,s_40____20075368____1041272_S0_T0,-11.9
292,97470,O=C(CC1=COC2=C1C1=C(C=CC=C1)C=C2)NNC1=CC=CC2=CC=NC=C12,m_22____21212470____60120_S0_T1,-11.7
293,87378,O=C1NN=C2CCCCC2=C1C1=NOC(=N1)C1=NN2C(NC(=O)C3=CC=CC=C23)=N1,m_270196____15608746____18335786_S0_T5,-11.7
294,50112,CC(C)(NC(=O)C1=C(O)C2=CC=CC=C2N=C1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17263278____17280772_S0_T0,-11.9
295,85034,FC1=C(C=CC2=CC=CC=C12)C(=O)OC1=CC2=C(OC3=C2C=CC=C3)C=C1,s_276436____14076120____15112224_S0_T0,-11.7
296,39206,CC(F)(F)C1=CC=CC(NC(=O)C2=C(NN=C2)C2=CC=CC(=C2)C2=NN=N[N-]2)=N1,m_280130____17981364____17857354_S0_T2,-11.9
297,34115,NC1=NC(N)=C2N=CN(C3CN(C3)C3=NC4=CC=CC=C4N4C=NC=C34)C2=N1,s_27____15537542____11560136_S0_T0,-12.0
298,33282,C[C@@H](C1=NC(=NO1)C1=NNC2=CC=CC=C12)C1=CC=CC2=CC=CC=C12,m_270196____8770754____15613452_S1_T2,-12.0
299,46036,O=C(N1CC2=C(C1)C(=O)NC=N2)C1=CC2=C(NC3=C2C=CC=C3)C=C1,m_22____18686962____21290896_S0_T1,-11.9
300,54682,O=C(NC1=NC=CC2=CN=CC=C12)C1=CC=CC(NC(=O)C2=CC(=O)NC3=CC=CC=C23)=C1,s_22____17660690____16784026_S0_T0,-11.8
301,29886,O=C(NC1=CC=CC(NC(=O)C2=CC=CC3=CC=CN=C23)=C1)C1=CNC(=O)C2=NC=CC=C12,m_275592____18961462____15843938____14132646_S0_T0,-12.0
302,7787,FC1=CC=CC2=C(C=CC=C12)C1=CC=C2OC(=O)NC(=O)C2=C1,s_271570____19635094____21749670_S0_T1,-12.3
303,48554,[O-][N+](=O)C1=CC=C2NN=C(C3=NC(=NO3)[C@@H]3CC4=C3C(Br)=CC=C4)C2=C1,m_270196____13940726____8776874_S0_T3,-11.9
304,3891,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C1=NC(=NO1)C1=CC=CC=C1C(F)(F)F,m_270196____8769434____8772848_S0_T0,-12.4
305,59997,CN(C)C1=NC2=CC(=CC=C2O1)C1=NOC(=N1)C1=CC=CC2=CC=NC=C12,m_270196____8771322____11569780_S0_T0,-11.8
306,43613,CC1=NC2=NC=CC(C(=O)NC3=CC(NC(=O)C4=C5C=CC=C(C)C5=CC=N4)=CC=C3)=C2N1,m_275592____18961462____15844604____14135456_S0_T1,-11.9
307,68623,O=C(N[N-]C(=O)C1=CC=CC=N1)C1=NC2=C(C=C1)C=CC1=C2C=CC=C1,m_22____57685____21203068_S0_T0,-11.8
308,65345,FC1=CC=C2C(NC=C2C2CCN(CC2)C2=CC=CC(=N2)N2C=NC3=CC=CC=C23)=C1,s_27____4600206____12360382_S0_T0,-11.8
309,39737,[O-]C1=[NH+]C2=CC3=CC=CC=C3C=C2C(=O)N1CC1=NN2C=CC=NC2=N1,s_270192____17115078____17111714_S0_T0,-11.9
310,14858,O=C(CC1=CC=CC2=CC=CC=C12)N1CC[C@H](C1)N1C=C(N=N1)C1=CC2=CC=CC=C2N=C1,m_274860____15234934____15226828____12536678_S1_T0,-12.1
311,10136,ClC1=CC=CC2=C1CC[NH+](CC1=CC(=O)N3C(NC4=CC=CC=C34)=C1C1=NN=N[N-]1)C2,m_280178____18017438____17996384_S0_T2,-12.2
312,16141,OC1=NC(=C(O)N1C1=CC=C2CCCCC2=C1)C1=CC=CC2=CC=CC=C12,s_272212____10687512____13157932_S0_T2,-12.1
313,47516,FC1=CC=C(C2=NC(=NO2)C2=CNC(=O)C3=CC=CC=C23)C2=CC=CN=C12,m_270196____12311930____20922518_S0_T1,-11.9
314,94478,O=C(N1CC(CC2=CN(N=N2)C2=CC=CC3=CC=CC=C23)C1)C1=CC=C2N=CSC2=C1,m_276010____17282136____17274408____17280976_S0_T0,-11.7
315,8723,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C1=NC(=NO1)C1=CC(=CC=C1)C(N)=O,m_270196____8770022____8772848_S0_T0,-12.3
