,index,smiles,ligand,docking_score_min
840,87029,FC1=CC=C(C2=NC(=NO2)C2=CC3=C(CC[NH2+]C3)NC2=O)C2=CC=CN=C12,m_271362____13651930____20922536_S0_T0,-11.7
841,2636,O=C(OC1=CC=C2C3=CC=CC=C3C(=O)C2=C1)C1=NN2C([N-]1)=NC(=O)C1=CC=CC=C21,m_276436____20871728____18335792_S0_T1,-12.5
842,20653,FC1=CC2=CC=CC=C2C(=C1)C(=O)NC1=NC=CC2=CC=NC=C12,m_527____9276096____16915814_S0_T0,-12.1
843,83121,O=C(NN=C1C=CNC=C1)C1=CC=CC=C1C1=CC=CC2=CC=CC=C12,s_22____8593084____16658326_S0_T0,-11.7
844,13715,CC1=C2SC(=CC2=CC=C1)S(=O)(=O)OC1=C(C)C2=C(C=C1)C1=CC=CC=C1C(=O)O2,s_40____15065148____11569150_S0_T0,-12.2
845,13848,FC1(F)OC2=CC=CC(C3=NC(=NO3)C3=C4C=CC=C(Br)C4=CC=N3)=C2O1,m_270196____13422498____11971734_S0_T0,-12.2
846,5461,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C1=NC(=NO1)C1=CC=C2CCCCC2=C1,m_270196____14688190____8772848_S0_T0,-12.4
847,65444,[O-]C1=CN(N=C1C(=O)N1CC2=CC=CC(=C2C1)C1=N[N-]N=N1)C1=CC=CC(Cl)=C1,m_280130____17857076____17882804_S0_T3,-11.8
848,41057,O=C1NC(=O)C2=CC(=CN=C2N1)S(=O)(=O)[N-]C1=NN=C(O1)C1=CC=CC2=CC=CC=C12,m_232682____9358496____19434886_S0_T8,-11.9
849,82638,FC1=CC2=NC=CC=C2C=C1C(=O)N1CCC2=C1C=CC=C2C1=NN=N[N-]1,m_280130____17824826____17912268_S0_T0,-11.7
850,10288,CC1=CC=NC2=C(C=CC=C12)C1=CC=C2C3=CC=CC=C3C(=O)C2=C1,s_271570____21604518____11653356_S0_T0,-12.2
851,8131,ClC1=C(C=NC2=CC=C(Br)C=C12)C1=NOC(=N1)C1=CN=CC2=CC=CC=C12,m_270196____16763574____8784654_S0_T0,-12.3
852,16182,[O-]C(=O)C1=NN=C2NC=C(C=C12)C1=CC=C2CC3=CC=CC=C3C2=C1,s_273712____13497708____17666204_S0_T1,-12.1
853,78337,O=C(N1CC(C1)N1C=C(N=N1)C1=CN=CC2=CC=CC=C12)C1=CC2=NC=CN=C2C=C1,m_276010____17281746____17276706____17280448_S0_T0,-11.8
854,15417,C[C@@H](NC(=O)C1=NC2=C(C=CC3=C2C=CC=C3)C=C1)C1=CC2=C[NH+]=CC=C2N1,m_22____20995156____21203068_S1_T1,-12.1
855,60144,OC1=C2CC(C2)C2=C(C=CC=C12)C1=CC=C2CCC(=O)C2=C1,m_271570____20059202____21744398_S0_T1,-11.8
856,44289,O=C1N=C2[N-]C(=NN2C2=CC=CC=C12)C1=NC(=NO1)C1=CC=C2CCCCC2=C1,m_270196____14688190____18335786_S0_T0,-11.9
857,69807,FC1=CC=C(C(=O)OC2=CC=C3C4=CC=CC=C4C(=O)C3=C2)C2=CC=CN=C12,s_276436____20871728____20922524_S0_T0,-11.8
858,27199,C[C@@H](NC(=O)C1=NN2C([N-]1)=NC(=O)C1=CC=CC=C21)C1=CC=C2NC(=O)NC2=C1,m_527____859870____18335778_S1_T1,-12.0
859,12469,CC1=C2N=C(NC(=O)C3=C4NC5=CC=CC=C5C(=O)C4=CC=C3)SC2=C(Cl)C=C1,s_527____10159672____9406322_S0_T1,-12.2
860,46215,[O-]C(=O)C1=NN2C=CC=C(C2=N1)C1=CC=C2CC3=CC=CC=C3C2=C1,m_273712____13497708____13828296_S0_T0,-11.9
861,86474,CN(CC1=CN(N=N1)C1=CC=CC2=CC=CC=C12)C(=O)C1=NN2C=CNC(=O)C2=C1,m_276010____17282136____17261062____17280374_S0_T0,-11.7
862,20931,FC1=CC=C(C=C1NC(=O)C1=CC(=O)NC2=CN=CC=C12)C1=CC=CC=C1,m_22____14060082____21214962_S0_T0,-12.1
863,60858,[O-][N+](=O)C1=NN(C=C1)C1=CC(=CC=N1)C1=NC(=NO1)C1=CN=CC2=CC=CC=C12,m_270196____8770656____8781834_S0_T0,-11.8
864,98381,FC1=CC=C(F)C(=C1)[C@H](NC(=O)C1=NN2C([N-]1)=NC(=O)C1=CC=CC=C21)C1=N[N-]N=N1,m_22____2823948____18335776_S0_T4,-11.7
865,45558,CN1N=C(C)C2=C1NC(=O)C=C2C1=NC(=NO1)C1=CC=CN2N=CN=C12,m_270196____13940704____18335950_S0_T1,-11.9
866,55270,CC1=CC=CC2=C1N=C1N=C(NNC(=O)CC3=CC4=C(O3)C=CC3=C4C=CC=C3)NN=C21,s_22____21212362____7763724_S0_T1,-11.8
867,50403,CC1=CC=C2NC=C(C3=NOC(=N3)C3=C(Cl)C4=CC=C(F)C=C4S3)C(=O)C2=C1,m_270196____16763674____8771996_S0_T0,-11.9
868,5801,OC1=CC=C(C=C1C1=NC(=NO1)C1=CC=NC2=CC=CC=C12)C1=CC=C(F)C=C1,m_270196____13940684____19892998_S0_T2,-12.3
869,5483,O=C(CCC(=O)C1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4)NC1=CN2C=CN=CC2=N1,m_22____14794932____2989234_S0_T1,-12.4
870,66334,CC1=NC2=CC=CC=C2C(=C1)C(=O)NC1=NNC2=NN=C(C)C(C)=C12,s_11____15155754____54059_S0_T3,-11.8
871,65184,ClC1=CC=CC2=CC=CC(NC(=O)C3=CC=CC(=C3)N3N=N[N-]C3=O)=C12,s_22____20906824____20774252_S0_T2,-11.8
872,74539,CC1=C(N=NN1C1=CC=CC2=NC=CC=C12)C(=O)NC1=CC=CC=C1C1=NNC2=C1CCC2,s_22____21037016____4433530_S0_T0,-11.8
873,66500,CN(C1=CC=CC2=CC=CC=C12)S(=O)(=O)C1=CC2=CC(F)=CC=C2N=C1,m_20____16640172____10207310_S0_T0,-11.8
874,38154,CCN1C2=C(C=CC=C2)C2=C1C=CC(CNC1=CC=CC(=N1)N1C=NC3=CC=CC=C13)=C2,s_27____21246888____12360382_S0_T0,-11.9
875,22837,[O-]C(=O)[C@H]1CCC2=CC(=CC=C12)C1=CC2=C(OC3=C2C=CC=C3)C=C1,m_273712____12012670____12014436_S1_T0,-12.1
876,99689,CC1=CC=CC(=C1)N1N=CC(C2=NC(=NO2)C2=CC=C3C=CNC3=N2)=C1C(F)(F)F,m_270196____9423166____13074182_S0_T1,-11.7
877,22275,CC1=CC=CC2=C1N=C1N=C(NNC(=O)C3=CC4=CC=NC=C4C(=O)N3)N[NH+]=C21,s_22____21212362____14174180_S0_T11,-12.1
878,17184,OC1(CN(C1)C(=O)C1=CNN=C1C1=CC=CC=N1)C1=CN(N=N1)C1=CC=CC2=CN=CC=C12,m_276010____17281774____17254938____17280376_S0_T1,-12.1
879,35185,NC1=C2C=CSC2=NC(=N1)N1CC[C@H](C1)C1=CC=CC2=CC=CC=C12,m_27____17514932____13417800_S1_T0,-11.9
880,59137,OC1=CCC2=NC(=CC=C12)C1=CC=C2CC3=CC=CC=C3C2=C1,m_271570____13259192____21743888_S0_T0,-11.8
881,68220,CC1=C(C(=O)NC2=CC(NC(=O)C3=C4N=CNC4=CC(F)=C3)=CC=C2)C2=NC=CC=C2C=C1,m_275592____18961462____15841538____15861952_S0_T1,-11.8
882,8483,CC1=CC2=C(C=C(C)N=C2C=C1)C(=O)OC1=CC=CC2=C1C1=CC=CC=C1C2=O,m_276436____15244716____14098916_S0_T0,-12.3
883,84537,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C(=O)NCC1=NC(=CN1)C1=CC(C)=CC=C1,s_22____16784298____135462_S0_T1,-11.7
884,58611,CN1C=C(N=N1)C1=CC=CC(NC(=O)CC2C3=CC=CC=C3C3=CC=CC=C23)=C1,s_22____12108266____20854500_S0_T0,-11.8
885,69203,O=C(CC1=NOC(=N1)C1=CC2=NC=CC=C2C=C1)NC1=CC=CC2=CC=CC=C12,m_270196____9422752____12547516_S0_T0,-11.8
886,53332,CC1=NOC2=NC(=CC(C(=O)NNC3=NC4=C(C)C=CC=C4C(C)=C3)=C12)C1=CC=CC=C1,s_22____21212450____236805_S0_T1,-11.9
887,88241,O=C(N1CC[C@H](C1)C1=CNC2=CC=CC=C12)C1=CC(=NN1)C1=CC2=CC=CC=C2C=C1,m_527____20818260____11403598_S1_T0,-11.7
888,61025,C[C@H](N1CCC2=C(C1)C1=CC(Cl)=CC=C1N2)C1=NN=C(O1)C1=CC2=CC=CC=C2C=C1,s_2230____11758768____12427810_S1_T0,-11.8
889,14598,CN1N=C(NC(=O)C2=CC(=NC3=CC=CC=C23)C2=CC=CC3=CC=CC=C23)C=C1C,s_11____7640042____53746_S0_T0,-12.2
890,25250,CC1=C(NC(=O)C2=C3[CH-]C4=C(C=CC=C4Br)C3=NN2)C=[NH+]C2=CC=CC=C12,m_527____17800406____20984182_S0_T0,-12.0
891,65778,CC1=C(NC(=O)C2=CC=CC=C12)C(=O)NC1=CC=C2NC=C(CC3=NN=N[N-]3)C2=C1,m_280130____17857178____17940884_S0_T0,-11.8
892,9073,CN1C=C(C2=CC=C3C4=CC=CC=C4C(=O)C3=C2)C2=CC=CC=C2C1=O,s_271570____21604518____21747062_S0_T0,-12.3
893,69386,CC1=CC(=O)N2N=CC(=C2N1)C1=NOC(=N1)C1=NC2=C(C=CC=C2C=C1)[N+]([O-])=O,m_270196____16887974____16716768_S0_T0,-11.8
894,81471,CN1N=C(C=C1C1=NC(=NO1)C1=CC=CC2=CC=CC=C12)[C@@H]1CCC[NH2+]1,m_270036____7564640____17543324_S0_T0,-11.7
895,78979,FC1=CC=C(C2=CC=NC=C12)S(=O)(=O)[N-]C1=CC=C(C2=CC=CN=C2)C2=CC=CN=C12,m_20____16644348____16482318_S0_T0,-11.8
896,12156,O=C(CC1=CC2=C(OC3=C2C=CC=C3)C=C1)NC1=NC(=O)C2=C(N1)N=CN2,s_11____14927814____16715506_S0_T2,-12.2
897,40058,O=C(N1CCC[C@H]1C1=CN(N=N1)C1=CC=CC2=CC=CC=C12)C1=CC(=O)C2=CC=CC=C2O1,m_276010____17282136____17271296____17281216_S1_T0,-11.9
898,75645,O=C1NC2=CC=CC=C2C=C1C1=NOC(=N1)[C@@H]1COC2=C(C1)C1=CC=CC=C1C=C2,m_270196____16946244____16474082_S0_T0,-11.8
899,92756,CC1=C(NC(=O)C2=CC3=CC(=CC=C3N2)C2=CC=CC=C2)C=CC2=CC=CC=C12,m_22____20850160____17652522_S0_T0,-11.7
900,95406,CC1=C(NC(=O)C2=CC=CC=C12)C1=NC(=NO1)C1=CC=C2CCOC2=C1,m_270196____15066364____11765280_S0_T0,-11.7
901,51392,CC1=CC=C2OCC(=CC2=C1)C1=NC(=NO1)C1=CC=NC2=CC=CC=C12,m_270196____13940684____12865840_S0_T0,-11.9
902,13505,CC1=NC2=CC(NC(=O)C3=CSC(=N3)C3=CC=CC4=CC=CC=C34)=CC=C2N1,s_527____7208372____8366194_S0_T1,-12.2
903,42914,FC1=CC=CC(NC(=O)CC2=CC3=C(O2)C=CC2=C3C=CC=C2)=N1,s_11____8858468____7763722_S0_T0,-11.9
904,37631,FC1=CC=C(C2=NC(=NO2)C2=NC3=C(F)C=CC=C3C=C2)C2=CC=NC=C12,m_270196____15414902____17827412_S0_T0,-11.9
905,86295,CCN(CC1=CC2=CC=CC=C2O1)C(=O)C1=C2NC3=CC=CC=C3C(=O)C2=CC=C1,s_527____6465220____9406322_S0_T1,-11.7
906,99639,O=C1NC2=CC=CC=C2N2C(SCC3=NC4=C(C=CC=C4)C4=C3C=CC=C4)=NN=C12,s_7____29825____116294_S0_T0,-11.7
907,55751,CC1=NN(C=C1)C1=CC=NC(=N1)C(=O)NC1=NC2=C(C)C=CC(Cl)=C2C=C1,m_11____8282628____16890104_S0_T0,-11.8
908,100364,Oc1cccc(F)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,
909,100218,OCC(CCC1)(C2)N1CC2Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,,
910,85603,CC1=NC2=CC=NN2C(N[C@H]2CCC3=CC=CC4=CC=CC2=C34)=C1,m_27____13075046____20502764_S1_T0,-11.7
911,1302,OC1(CN(C1)C(=O)C1=CNC(=O)C2=NC=CC=C12)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17271580____17280376_S0_T0,-12.6
912,61825,O=C1C[C@@H](CC2=NC(=NO2)C2=CC=CC3=CC=CC=C23)C2=CC=CC=C12,m_265764____4558042____19715712_S1_T1,-11.8
913,16255,O=C(NC1=NN=C2C=CNC=C12)C1=CC=C2CC3=CC=CC=C3C2=C1,s_11____15479240____141471_S0_T0,-12.1
914,38106,FC(F)(F)C1=CC(=CC=C1)C1=NOC(=N1)C1=C2C(NC=NC2=O)=N[N-]1,m_270196____8693730____15477874_S0_T4,-11.9
915,38548,CN(C)C1=NC2=CC=CC=C2C(=C1)C1=NOC(CC2=CC3=C(OC4=C3C=CC=C4)C=C2)=N1,m_270196____8770888____16715518_S0_T0,-11.9
916,69464,C[C@@H](C1=NOC(=N1)C1=CC2=C(O1)C=CC1=C2C=CC=C1)C1=CC=C(F)C(F)=C1,m_270196____15066390____12211510_S0_T0,-11.8
917,52345,BrC1=CC2=CC=C(NC(=O)C3=CC4=C(N3)C=CC3=C4C=CC=C3)N=C2C=C1,s_527____13826214____467466_S0_T0,-11.9
918,1889,CC1=C2N=CC(NC(=O)C3=CC=CC(NC4=NC5=CC=CC=C5C(=O)N4)=C3)=CN2N=C1,m_22____14045724____21060352_S0_T1,-12.6
919,75284,C[C@H](NC(=O)C1=CC=C(N=C1)C1=NC=CN1)C1=CN(CC2=CC=CC3=CC=CC=C23)N=N1,m_276010____17282382____17255320____17280586_S0_T0,-11.8
920,72206,O=C(CC1=CC2=C(O1)C=CC1=C2C=CC=C1)NC1=NC2=CC3=C(CCC3)C=C2N1,m_22____21253018____7763724_S0_T0,-11.8
921,13675,C[C@@H](N1C=C(O)N(CC2=NC(=O)C3=CC=CC=C3N2)C1=O)C1=CC2=CC=CC=C2C=N1,m_277130____15464634____19509132____15475078_S0_T2,-12.2
922,68604,C[C@@H](C1=NOC(=N1)C1=CC2=CC=CN=C2C=C1F)C1=CC=CC2=CC=CC=C12,m_270196____15608728____13033600_S1_T0,-11.8
923,99826,O=C(CC1=COC2=C1C1=C(C=CC=C1)C=C2)NC1=CN=C2C=CC=CN12,s_11____11986558____54740_S0_T0,-11.7
924,71876,CC1=NC2=C(F)C=CC=C2C=C1C1=NC(CC2=CC3=CC=CC=C3N=C2Cl)=NO1,m_270196____13259838____13259988_S0_T0,-11.8
925,3079,CSC1=NC(=O)N2[N-]C=C(C3=NOC(=N3)C3=C(C)C4=C(O3)C3=C(C=CC=C3)C=C4)C2=N1,m_270196____15414916____8772848_S0_T2,-12.5
926,55016,FC1=CC=CC(=C1F)C(F)(F)C1=NC(=NO1)C1=CN=C2N=CNN2C1=O,m_270196____12053566____15717980_S0_T2,-11.8
927,20914,CC1=C(NC2=CC(F)=CC(F)=C12)C1=NC(=NO1)C1=CNC2=NC=NN2C1=O,m_270196____12053566____15085816_S0_T4,-12.1
928,72469,CC1=CC=CC2=C1N=C1N=C(NNC(=O)C3=CN(N=N3)C3=CC=C(F)C=C3C)N[NH+]=C21,s_22____21212362____8125654_S0_T1,-11.8
929,58919,N1C2=CC=CC=C2OC2=CC(=CC=C12)C1=NOC(=N1)C1=NC=C2C=CC=CN12,m_270196____17567838____12422796_S0_T0,-11.8
930,76375,CC1=C(C=CC2=CC=CC=C12)C1=CC=C2N=C(NC(=O)C2=C1)C(F)F,s_271570____15064290____15064292_S0_T1,-11.8
931,79114,FC1=CC=CC(=C1)C1=NNC=C1C(=O)NC1=CC=C2OC3=CC=CC=C3C(=O)C2=C1,m_22____8583766____18343758_S0_T1,-11.8
932,45492,[O-]C1=C2C=C3C=CC=CC3=CC2=NC(=O)N1CC1=CC=C(O1)C1=CC=CC=C1,s_270192____7716896____17111714_S0_T1,-11.9
933,7631,FC1=CC=C2N=C(NC(=O)C3=CSC(=N3)C3=CC=CC4=CC=CC=C34)NC2=C1,s_11____9434660____8366190_S0_T1,-12.3
934,97788,CC1=CC=C(C2=NC(=NO2)C2=CC=CC3=CC=CC=C23)C(Cl)=C1Cl,s_265764____4558042____10706456_S0_T0,-11.7
935,88089,C[C@@H](C1=NOC(=N1)C1=CC=C2C(=O)N(C)C([O-])=[NH+]C2=C1)C1=CC=CC2=CC=CC=C12,m_270196____15608728____21166824_S1_T0,-11.7
936,77328,[O-]C1=NN=C2CCCCC2=C1C1=NOC(=N1)C1=CN=C2NC=NC(=O)C2=C1,m_270196____15608746____17627700_S0_T3,-11.8
937,49196,CC1=C(N=NN1C1=CC=CC2=CC=CN=C12)C1=NC(=NO1)C1=CC(Cl)=CC(Cl)=C1,m_270196____8769762____8779364_S0_T0,-11.9
938,65858,CC1=C(C=CC=C1C#N)C1=CC2=C(C=C1)C=CC1=C2C=CC=C1,s_271570____21212950____21749638_S0_T0,-11.8
939,59552,FC1=CC=C(C=C1CNC(=O)C1=NC2=NC(=O)C3=CC=CC=C3N2[N-]1)C1=NN=N[N-]1,m_280130____17857152____18335796_S0_T3,-11.8
940,16862,CC1=C(C(=O)NC2=CC=CC(NC(=O)C3=CN4N=C(N)N=C4C=C3)=C2)C2=NC=CC=C2C=C1,m_275592____18961462____15844092____19070098_S0_T0,-12.1
941,83544,CC1=C(N=NN1C1=CC=CC2=CN=CC=C12)C(=O)NN=C1NC2=CC=CC=C2C=C1C,s_527____8331918____4357752_S0_T0,-11.7
942,75975,CC1=NOC2=NC(=CC(C(=O)NNC3=C4C=CSC4=NC=N3)=C12)C1=CC=CC=C1Cl,s_22____21212252____2560232_S0_T2,-11.8
943,68648,OC1=NC(CC2=CC3=CC=CC=C3C=C2)=C(O)N1C1=NOC(=C1)C1=CC=CC=C1F,s_272212____10186302____17830590_S0_T2,-11.8
944,68329,CC1=NC2=CC=CC=C2C(=C1)C(=O)NC1=CC=C(F)C(=C1)C1=CN(N=N1)C1=CC=CC=C1C,m_276010____17281860____17257236____17280982_S0_T0,-11.8
945,28153,OC(=NN1C=NC2=C(C3=C(CCC3)S2)C1=O)C1=CC=C2N=C(NC2=C1)C1=CC=CC=C1,s_527____154278____14941828_S0_T0,-12.0
946,36454,[O-]C1=C(NC(=O)N1CC1=C(F)C=C(F)C=C1F)C1=CC=CC2=CC=CC=C12,s_272104____13208700____13157928_S0_T1,-11.9
947,17918,FC1=CC(=CC2=C1C=CNC2=O)C1=CC2=C(OC3=C2C=CC=C3)C=C1,s_271570____9176216____16807014_S0_T0,-12.1
948,87939,C[C@H](C1=NOC(=N1)C1=C2C(N[N-]1)=NC=NC2=O)C1=CC(F)=CC(F)=C1,m_270196____15066354____15477874_S1_T5,-11.7
949,60432,COC1=CC=CC(OC2=CC=C(NC3=NC4=CC=C(F)C=C4C=C3)C=C2F)=C1,s_27____16898666____20615714_S0_T0,-11.8
950,32788,COC1=CC=C2OC([C@@H](C)N3C(=O)NC(=C3O)C3=CC=CC4=CC=CC=C34)=C(C)C2=C1,s_272104____9341708____13157928_S1_T1,-12.0
951,29311,C1[C@H]2C[C@@H]1C1=CC=CC=C1[C@H]2C1=NC(=NO1)C1=CC=C2NN=NC2=C1,m_270196____10151112____16734174_S2_T2,-12.0
952,53144,CC1=CC(NC(=O)C2=CC=CC3=C(I)NN=C23)=NC2=CC=CC=C12,s_11____16735246____19875708_S0_T0,-11.9
953,64358,FC1=CC=C(N=C1)N1C=CC(NC(=O)C2=CC=C(O2)C2=CC=CC3=CC=CC=C23)=N1,m_22____11759094____16784258_S0_T0,-11.8
954,21542,C[C@@H](N(C)C(=O)C1=NC2=C(C=CC3=C2C=CC=C3)C=C1)C1=CC=CC2=CC=CC=C12,m_22____8283538____21203068_S0_T0,-12.1
955,1203,OC1=NN=C(C=C1)C1=CC(=CC=C1)N1C([O-])=C2N(CCC3=C(F)C(F)=CC=C23)C1=O,s_272212____9427218____14936716_S0_T2,-12.7
956,56281,CC1=CC(=O)N2N=CC(=C2N1)C1=NOC(=N1)C1=CC2=C(Br)C=CC=C2C=C1,m_270196____16887974____15415416_S0_T0,-11.8
957,94286,ClC1=CC=NC2=NNC(C3=NC(=NO3)C3=C([N-]N=N3)C3=CC=CC=C3)=C12,m_270196____13571000____19261394_S0_T9,-11.7
958,23867,FC1=CC=C2[C@H](CC(=O)NC2=C1)C1=NC(=NO1)C1=C2C=CNC2=CC=C1,m_270196____8770006____8780460_S0_T0,-12.0
959,84893,C[C@H](NC1=CC(=NC(N)=[NH+]1)N1C=CC=N1)C1=CC=C(C=C1)C1=CC=CC=C1,s_27____61995____7081082_S0_T0,-11.7
960,15648,OC1(CN(C1)C(=O)C1=NC=CC2=CC=CN=C12)C1=CN(N=N1)C1=CC=CC2=CN=CC=C12,m_276010____17281774____17269438____17280376_S0_T0,-12.1
961,33390,CC1=CC=NC(NC2=CC=CC(=C2)C2=NC(=NO2)C2=CC=C(F)C=C2C(F)(F)F)=N1,s_265764____10124596____12219908_S0_T0,-12.0
962,98558,FC1(CN(C1)C(=O)C1=CC2=C(N1)C=CO2)C1=CN(N=N1)C1=CC=CC2=CN=CC=C12,m_276010____17281774____17256042____17281192_S0_T0,-11.7
963,39691,OC1(CN(C1)C(=O)C1=CC2=CC=NC=C2C=C1)C1=CN(CC2=CC=CC3=CC=CC=C23)N=N1,m_276010____17282382____17243754____17280376_S0_T0,-11.9
964,34598,OC1=C(NC(=O)N1C1=CC=C(OC2=C(F)C(F)=CC=C2)N=C1)C1=CC=CC2=CC=CC=C12,s_272212____19468090____13157932_S0_T1,-12.0
965,63352,N1C=CC=C2C1=NN=C2C1=NC(=NO1)C1=CC=C(N=C1)N1C=NC2=CC=CC=C12,s_265764____4558002____17543654_S0_T0,-11.8
966,93189,O=C1N2N=CNC2=NC=C1C1=NOC(CC2=CC3=C(O2)C=CC2=C3C=CC=C2)=N1,m_270196____12053566____8784240_S0_T2,-11.7
967,63672,CC1=NC2=C(C=CC=C2C=C1)C1=NC(=NO1)C1(CC1)C1=CC=CC(F)=C1C,m_270196____16971356____8781976_S0_T0,-11.8
968,28783,FC1=CC(NNC(=O)C2=CC=C3C4=CC=CC=C4C(=O)C3=C2)=CC(=C1)C1=NN=N[N-]1,m_280130____17857794____17868350_S0_T0,-12.0
969,32425,FC1=CC(=CC2=C1OCCC2=O)C1=CC2=C(OC3=C2C=CC=C3)C=C1,s_271570____9176216____21748422_S0_T1,-12.0
970,98516,O=C(N1CC2=C(C1)C(=O)NC=N2)C1=CC=C(O1)C1=CC=CC2=CC=CN=C12,m_22____18686962____21204864_S0_T1,-11.7
971,82746,CN(C(=O)C1=CNC2=CC=C(Br)C=C2C1=O)C1=CC2=CC=CC=C2C=C1,s_22____303726____6402700_S0_T0,-11.7
972,6715,CC1=C(NC(=O)C2=CC=C3C(SC4=CC=CC=C4C3=O)=C2)C=NC2=CC=CC=C12,s_22____17800398____20819630_S0_T0,-12.3
973,28519,CNC(=O)C1=CC(NC(=O)C2=CC(=NC3=CC=CC=C23)C2=CC=CC3=CC=CC=C23)=NN1C,s_11____14428624____53746_S0_T0,-12.0
974,46270,CN1N=CC2=C1N=C(NC1=CC(=CC=C1)C1=C(F)C=CC=C1F)NC2=O,s_27____7426310____3014692_S0_T2,-11.9
975,68763,O=C(N1CCC2=CC=CC=C12)C1=CN=C2NC(=O)CNC2=C1,s_22____57891____14683904_S0_T0,-11.8
976,11418,O=C(NC1=CC=C2OC3=CC=CC=C3C(=O)C2=C1)C1=C2C(=O)NNC2=CC=C1,s_22____8583766____16733348_S0_T2,-12.2
977,49813,FC1=CC2=C(C=C1)C1=C(NC3=CC(=CC=C3)C3=C(F)C=CC=C3F)N=CNC1=N2,s_27____7426310____11246302_S0_T0,-11.9
978,1525,CC1(CN(C1)C(=O)C1=CNC2=CC=NC=C2C1=O)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17245384____17280550_S0_T2,-12.6
979,89017,CC1=CC(F)=CC(=C1)C1=NOC(=N1)C1=CC=C(C=C1)N1CCCC2=CC=CC=C12,m_270196____8769844____8783924_S0_T0,-11.7
980,30245,CN1C(=O)OC2=CC(CNC(=O)C3=NC4=C(C=C3)C=CC3=C4C=CC=C3)=CC=C12,m_22____13466712____21203068_S0_T0,-12.0
981,33801,CC1=CC=CC2=CC=CC(C(=O)NC3=CN=CC(=C3)C3=CC=NN3)=C12,m_22____17551334____20853802_S0_T0,-12.0
982,65855,CC1=C(CC(=O)NCC2=CC=C(C=C2)C2=CC3=CC=CC=C3C=C2)C2=CC=CC=C2N1,s_527____16768474____546938_S0_T0,-11.8
983,72727,CC1=NC2=CC=CC=C2C(NC2=CN(N=C2)C2=NC3=CC=CC=C3N=C2)=N1,s_27____7874960____139237_S0_T0,-11.8
984,66474,FC1(CN(C1)C(=O)C1=CC=NC2=CC=NN12)C1=CN(N=N1)C1=CC=CC2=CN=CC=C12,m_276010____17281774____17257056____17281192_S0_T0,-11.8
985,65343,FC1=CC=NC2=C(NC(=O)C3=NC=C4NC=NC(=O)C4=C3)C=CC=C12,m_527____18242250____9047284_S0_T0,-11.8
986,62780,C[C@H](NC1=CC=CC2=CC(F)=CC=C12)C1=CC2=C(O1)C=CC1=C2C=CC=C1,m_269862____13907626____8281920_S0_T0,-11.8
987,6454,CC1=NC(=NN1)C1=CC=CC(=C1)C1=NC(=NO1)C1=CC=CC2=CC=CC=C12,s_265764____4558042____6894306_S0_T2,-12.3
988,36854,ClC1=CC2=CC=CC=C2C(=C1)C(=O)NC1=CC=C(C2=CC=CN=C2)C2=CC=CN=C12,m_11____16644344____12054168_S0_T0,-11.9
989,62782,CC1=C(NC(=O)NNC2=NC3=CC=CN=C3S2)C2=CC=CC=C2N=C1,m_2430____10300190____12156262_S0_T1,-11.8
990,36806,O=C1N=C2[N-]C(=NN2C2=CC=CC=C12)C1=NC(=NO1)C1=CC2=CC=CC=C2C=C1,m_270196____10264582____18335786_S0_T0,-11.9
991,92883,[O-][N+](=O)C1=CC=C2NN=C([N-]S(=O)(=O)C3=CN=C4ON=C(C4=C3)C3=CC=CC=C3)C2=C1,m_232682____7873938____10336540_S0_T1,-11.7
992,85661,CC1=NC2=C(F)C=CC=C2C=C1NC(=O)CC1=CC2=C(O1)C=CC1=C2C=CC=C1,m_11____11975410____7763722_S0_T0,-11.7
993,27808,CN1C(=O)N(C([O-])=C1C1=CC(F)=CC=C1F)C1=CC=CC2=CC(F)=CC=C12,m_272212____13907632____9425450_S0_T0,-12.0
994,99958,CN1N=CC2=C1NC(NC2=O)=NNC(=O)C1=CC2=C(NC3=C2C=CC=C3)C=C1,s_22____4860830____21290896_S0_T0,-11.7
995,80678,O=C([N-]S(=O)(=O)C1=CC=CC2=CC=CN=C12)C1=CC2=C(O1)C=CC1=C2C=CC=C1,s_2740____5000238____12211506_S0_T0,-11.8
996,2404,ClC1=C(N2C=CC=CC2=N1)C1=NOC(C[C@H]2CN3N=C4C=CC=CC4=C3NC2=O)=N1,m_270196____9423106____17784146_S0_T0,-12.5
997,21030,CC1=CON=C1N1C(=O)NC(=C1O)C1=CC=CC2=CC=CC=C12,s_272126____9600014____13157930_S0_T1,-12.1
998,81567,CC1=C2C(NC=C2C(=O)NC2=CC=CC(NC(=O)C3=CC=C(N=C3)C3=NC=CN3)=C2)=CC=C1,m_275592____18961462____15841702____15862934_S0_T0,-11.7
